Active Ingredient,Disease/Use Case,Days Until Expiry,Storage Temperature (C),Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Warning Labels Present,Safe/Not Safe,UPC,Quantity,Manufacturer,Batch Number,Price
Drug_369,Infection,1013,16.31576758,96.70294161,9.711699661,0.572842239,99.38774657,3,Safe,102925000000,230,BioCare,BATCH7683,231.25
Drug_370,Thyroid,744,27.70660025,86.02624687,6.624878681,1.330957838,95.37406422,4,Safe,977193000000,117,PharmaCorp,BATCH1277,486.61
Drug_371,Diabetes,915,17.85550334,95.71598256,24.13604779,0.465815113,97.38070047,1,Safe,913468000000,139,BioCare,BATCH1232,469.55
Drug_372,Seizures,941,27.17823243,94.08505813,6.21180369,1.374806611,97.60701935,2,Safe,918096000000,120,BioCare,BATCH6690,383.72
Drug_373,Heart Health,937,21.5801529,94.83162997,18.12026695,0.352538315,95.64942762,2,Safe,581392000000,242,BioCare,BATCH8659,175.74
Drug_374,Heart Health,796,20.22421921,96.64289021,15.3282809,0.765022807,95.26381635,4,Safe,338493000000,198,PharmaCorp,BATCH1025,109.24
Drug_375,Blood Clot Prevention,1084,29.17916555,97.91324356,23.34559971,0.874235847,98.69564011,3,Safe,810544000000,125,BioCare,BATCH8468,434.62
Drug_376,Infection,839,17.71959238,93.83836731,8.295140032,0.402191729,98.70652432,4,Safe,674676000000,107,PharmaCorp,BATCH7410,124.39
Drug_377,Blood Pressure,764,26.43723939,92.73366285,9.315959946,1.006694705,94.68158478,2,Safe,288884000000,199,BioCare,BATCH9652,434.42
Drug_378,Heart Health,1050,25.63668235,90.20493604,23.78198588,0.26670479,97.12576497,1,Safe,785288000000,186,CureWell,BATCH4764,270.84
Drug_379,Pain Relief,853,17.33544631,96.94898731,14.38523291,0.630542125,98.70421789,4,Safe,359084000000,141,BioCare,BATCH7599,232.95
Drug_380,Inflammation,887,18.34983871,89.17318664,21.85792426,0.798860782,94.90639706,3,Safe,735842000000,271,MediLife,BATCH6102,456.44
Drug_381,Fever,836,26.49987772,97.23281919,15.16154331,0.107482966,92.35463823,2,Safe,606482000000,113,BioCare,BATCH8006,321.73
Drug_382,Infection,951,24.55447964,86.13101586,8.555174931,1.234741052,96.41987999,1,Safe,971531000000,177,HealthPlus,BATCH4483,309.48
Drug_383,Bacterial Infection,1060,19.24718531,92.25619725,20.10023586,1.41707139,95.8028413,4,Safe,181928000000,101,BioCare,BATCH2994,301.44
Drug_384,Cholesterol,1054,19.31089361,98.30907377,8.358602335,1.390899287,96.19618055,4,Safe,723484000000,218,MediLife,BATCH9682,217.03
Drug_385,Blood Pressure,790,26.53145175,90.39385284,12.97184168,0.225458491,95.50600857,3,Safe,157099000000,136,MediLife,BATCH2072,403.54
Drug_386,Bacterial Infection,1055,20.23790495,95.78468143,7.421542305,1.277296638,92.68200083,4,Safe,782882000000,168,PharmaCorp,BATCH7707,163.76
Drug_387,Seizures,906,29.38088361,91.22297976,5.254972329,0.977049089,95.06172816,1,Safe,601209000000,265,CureWell,BATCH1215,472.5
Drug_388,Skin Infection,1015,29.0093959,87.59672945,9.254210136,1.003891983,94.37364815,1,Safe,604161000000,140,BioCare,BATCH8605,452.29
Drug_389,Allergy,960,27.52714953,99.37626949,8.608895867,0.497763899,95.5771857,2,Safe,717346000000,161,PharmaCorp,BATCH3606,201.87
Drug_390,Skin Infection,809,20.78229955,86.23975934,23.49777136,1.221498202,93.55069124,1,Safe,894205000000,159,CureWell,BATCH9350,378.26
Drug_391,Seizures,999,29.38571503,90.62633765,8.446363223,0.973577633,93.5963125,3,Safe,151362000000,224,BioCare,BATCH5781,307.95
Drug_392,Mental Health,947,29.40385312,85.17444106,7.012164189,0.833136193,99.45060885,4,Safe,956393000000,210,HealthPlus,BATCH4313,201.94
Drug_393,Diabetes,971,20.20077807,94.43334813,9.223260058,1.036014393,93.05861794,4,Safe,972337000000,113,BioCare,BATCH8763,494.83
Drug_394,Bacterial Infection,1011,21.14562278,99.36100228,19.69605534,1.057385826,95.452111,1,Safe,767162000000,183,MediLife,BATCH6939,61.36
Drug_395,Autoimmune Disorder,784,22.49566941,95.537645,8.937341217,0.468225204,96.5694698,3,Safe,130794000000,229,MediLife,BATCH3295,163.69
Drug_396,Blood Clot Prevention,832,28.21394957,85.41032178,14.14876227,0.316247847,97.66038375,3,Safe,493620000000,169,HealthPlus,BATCH6685,284.03
Drug_397,Cancer,1002,17.48785988,86.79045548,5.672186923,1.130344962,92.20517166,1,Safe,483920000000,244,PharmaCorp,BATCH2696,284.88
Drug_398,Blood Pressure,928,23.49440653,91.91135876,10.26104538,1.025215407,94.91492692,2,Safe,895554000000,222,CureWell,BATCH2946,315.02
Drug_399,Thyroid,800,17.03233328,92.59477533,16.29099885,1.453072093,92.97870195,2,Safe,861351000000,188,BioCare,BATCH3783,388.25
Drug_400,Respiratory Infection,956,24.03204571,99.14100683,7.448958608,0.669827928,97.3371549,1,Safe,272915000000,127,MediLife,BATCH4644,330.57
Drug_401,Infection,891,22.53896851,97.69891713,7.35191872,0.737379475,98.75085474,2,Safe,922285000000,165,PharmaCorp,BATCH6241,320.13
Drug_402,Cancer,1001,24.57254582,91.01536277,23.01789734,0.341436532,96.17946067,2,Safe,719677000000,262,HealthPlus,BATCH7420,74.08
Drug_403,Pain Relief,883,15.32305842,85.24243665,6.319254863,0.796637308,94.13266244,3,Safe,788961000000,104,MediLife,BATCH8557,219.44
Drug_404,Fever,996,21.6546465,91.62002218,5.417556618,0.406687782,94.48695221,2,Safe,770587000000,292,HealthPlus,BATCH3645,154.43
Drug_405,Allergy,979,29.14382665,85.7801535,18.00785358,0.251752721,96.9575409,2,Safe,293601000000,267,BioCare,BATCH7589,169.42
Drug_406,Mental Health,836,15.72106125,96.73328939,17.23303788,1.037512413,95.78324731,1,Safe,449682000000,283,CureWell,BATCH7353,299.45
Drug_407,Blood Clot Prevention,950,18.88224103,89.29284455,7.401098442,0.661102776,92.65764877,2,Safe,301516000000,263,MediLife,BATCH2932,139.78
Drug_408,Heart Health,833,28.3954371,85.19801084,8.939262505,0.293037293,95.56391126,1,Safe,929284000000,144,MediLife,BATCH2757,182.28
Drug_409,Inflammation,776,24.45233298,92.49350906,10.73342808,1.181458583,94.41060279,2,Safe,339988000000,250,BioCare,BATCH6085,156.69
Drug_410,Infection,996,18.83968176,91.63056971,12.40387487,1.275501408,95.44479819,4,Safe,564564000000,146,PharmaCorp,BATCH6637,476.83
Drug_411,Throat Infection,912,22.77558619,91.96821585,24.95990096,0.567638082,96.71564075,1,Safe,608572000000,130,CureWell,BATCH2116,475.1
Drug_412,Seizures,873,25.10233332,93.36128192,23.30329735,1.074646921,94.35571514,4,Safe,240779000000,238,MediLife,BATCH1492,324.47
Drug_413,Thyroid,972,21.57841195,85.34427144,22.4690971,0.75672239,93.72029628,3,Safe,376941000000,109,CureWell,BATCH9811,466.04
Drug_414,Pain Relief,921,27.59173857,95.24948976,19.10343932,0.876069132,94.25971785,1,Safe,857532000000,294,MediLife,BATCH8888,403.62
Drug_415,Cancer,856,23.53903276,89.98180479,8.600502853,1.410972193,94.74836531,3,Safe,463997000000,217,CureWell,BATCH7474,315.48
Drug_416,Infection,1036,17.97044553,85.44272015,21.20225742,0.108865808,93.20684407,1,Safe,367976000000,113,HealthPlus,BATCH5958,52.9
Drug_417,Respiratory Infection,998,19.76535872,89.14655686,15.22016618,1.123359285,98.4757274,4,Safe,468633000000,179,MediLife,BATCH3743,397.63
Drug_418,Mental Health,922,23.59789283,95.32009289,8.517027855,0.292844262,98.49858813,2,Safe,214113000000,192,CureWell,BATCH8866,366.12
Drug_419,Mental Health,874,26.49388634,91.21331762,11.5975919,1.213819575,96.84074077,1,Safe,976446000000,109,PharmaCorp,BATCH8160,326.86
Drug_420,Acidity,1064,23.16101526,91.28792376,6.530863563,0.867061483,99.60370076,4,Safe,516770000000,175,HealthPlus,BATCH6451,392.19
Drug_421,Cholesterol,849,19.6104308,96.24333788,21.90980842,1.18466189,97.84160287,2,Safe,521482000000,193,HealthPlus,BATCH6258,280.81
Drug_422,Respiratory Infection,1057,24.1157543,90.26036492,23.91773726,0.337901761,95.60175452,1,Safe,649815000000,204,PharmaCorp,BATCH9548,366.84
Drug_423,Pain Relief,1016,25.25565247,93.95403767,8.032038622,1.031523206,92.72223121,1,Safe,124446000000,100,CureWell,BATCH8186,470.83
Drug_424,Inflammation,734,20.22665349,90.64966878,16.46687906,1.254022352,95.35515149,3,Safe,995648000000,232,BioCare,BATCH7102,219.11
Drug_425,Cancer,994,17.80191231,93.0445281,14.7933563,0.467968323,99.47372734,2,Safe,506948000000,119,PharmaCorp,BATCH1619,368.65
Drug_426,Allergy,823,29.56048238,90.87992307,23.3319421,1.403183857,94.87464745,1,Safe,537714000000,107,CureWell,BATCH1882,264.06
Drug_427,Cholesterol,955,19.60727352,94.61689735,16.0605629,0.502728167,95.88585025,3,Safe,875607000000,270,PharmaCorp,BATCH9988,353.48
Drug_428,Cancer,901,29.36177514,85.81706202,18.44144117,1.431139632,96.04509732,4,Safe,807626000000,100,PharmaCorp,BATCH4642,393.3
Drug_429,Fever,1001,23.05102441,85.79950866,15.30879403,1.06159976,96.48514191,3,Safe,964911000000,156,MediLife,BATCH2296,70.45
Drug_430,Cholesterol,1074,15.7588576,88.17412637,16.69313487,0.834942945,97.54821255,3,Safe,719511000000,163,CureWell,BATCH9436,340.97
Drug_431,Infection,737,15.16532819,86.36212568,10.28945267,1.157192065,96.16597695,3,Safe,431593000000,217,BioCare,BATCH3895,152.03
Drug_432,Pain Relief,791,22.49746731,93.08070595,15.4873815,0.268096765,93.25611524,1,Safe,569231000000,127,MediLife,BATCH7593,351.51
Drug_433,Acidity,745,20.1160418,94.35135081,13.26214646,1.297521182,97.14491787,3,Safe,315928000000,220,PharmaCorp,BATCH1929,260.75
Drug_434,Acidity,1080,24.96890385,86.92462289,7.757544737,0.974226734,99.06571349,3,Safe,977063000000,206,PharmaCorp,BATCH6366,398.1
Drug_435,Allergy,1019,18.24537244,85.0243881,13.73773024,0.396128252,95.5509167,4,Safe,915521000000,264,PharmaCorp,BATCH9711,105.53
Drug_436,Bacterial Infection,937,18.68970498,93.48688301,6.122592704,0.747233469,93.57263671,1,Safe,584288000000,274,CureWell,BATCH4212,331.85
Drug_437,Diabetes,912,22.99302682,89.22327061,18.50913831,0.212497459,93.57134541,2,Safe,233345000000,264,CureWell,BATCH3409,175.31
Drug_438,Skin Infection,942,27.4324515,88.16548023,5.561553176,0.94810542,94.82439287,2,Safe,491996000000,148,MediLife,BATCH9199,433.84
Drug_439,Heart Health,833,25.15108045,91.4499853,14.43552692,0.698432695,94.50421518,2,Safe,405038000000,219,BioCare,BATCH4423,467.77
Drug_440,Throat Infection,912,21.167823,91.14747705,9.329721763,0.840061593,92.80868951,1,Safe,759270000000,143,MediLife,BATCH7976,498.38
Drug_441,Bacterial Infection,776,23.07016604,97.78669344,7.233454379,0.30536394,97.72116078,3,Safe,793535000000,155,HealthPlus,BATCH8594,408.2
Drug_442,Mental Health,755,22.99533464,94.36817655,19.75794647,0.494029759,97.16106504,3,Safe,606082000000,255,PharmaCorp,BATCH6158,389.18
Drug_443,Infection,736,23.66854725,85.88528116,11.27851559,1.143622746,92.00598209,2,Safe,625308000000,210,PharmaCorp,BATCH4667,146.98
Drug_444,Infection,809,19.2614457,92.51181668,21.86573074,0.665716185,92.55879272,2,Safe,150751000000,233,PharmaCorp,BATCH6973,201.2
Drug_445,Blood Pressure,1058,23.08878753,89.85289169,15.00379328,1.271031857,92.48863231,2,Safe,331791000000,207,MediLife,BATCH7236,259.56
Drug_446,Skin Infection,849,29.27936996,88.01751014,15.15614149,0.610593262,99.67540869,1,Safe,667315000000,288,MediLife,BATCH9277,398.02
Drug_447,Seizures,792,28.12278258,99.8239318,19.53017132,1.418077174,99.84752085,4,Safe,343052000000,247,PharmaCorp,BATCH3468,461.73
Drug_448,Fever,827,15.01531676,87.09764709,20.33230829,0.929276419,92.99223533,3,Safe,578803000000,213,MediLife,BATCH7217,135.11
Drug_449,Diabetes,931,29.86188888,97.44718074,22.61474753,0.10292193,99.44672437,4,Safe,299375000000,177,CureWell,BATCH4619,465.07
Drug_450,Autoimmune Disorder,749,28.52734847,98.54890496,18.47618349,0.800687678,97.63737465,3,Safe,988133000000,229,CureWell,BATCH2636,363.03
Drug_451,Bacterial Infection,935,22.94570393,99.64150883,20.93955642,0.219152237,98.94284904,2,Safe,463523000000,300,MediLife,BATCH9155,324.85
Drug_452,Pain Relief,897,28.46812218,97.11117828,13.88976664,0.84944147,97.48806653,2,Safe,382631000000,136,PharmaCorp,BATCH4583,139.93
Drug_453,Thyroid,923,15.05740374,90.62692027,10.83144924,0.75581978,97.92335135,2,Safe,868383000000,119,MediLife,BATCH5009,74.99
Drug_454,Autoimmune Disorder,853,28.15207945,85.68583897,5.293853129,1.386521615,93.22044817,1,Safe,811321000000,125,MediLife,BATCH4326,305.81
Drug_455,Blood Clot Prevention,1084,25.651764,96.06791142,11.31972915,1.377080393,94.27805426,1,Safe,261526000000,128,MediLife,BATCH9148,343.18
Drug_456,Thyroid,746,25.02258201,90.24943241,18.60110659,0.374410452,95.61524464,4,Safe,519346000000,100,HealthPlus,BATCH3217,144.85
Drug_457,Bacterial Infection,924,20.34767777,95.94962814,14.96026618,0.325016331,97.96313291,4,Safe,226937000000,218,CureWell,BATCH5967,300.41
Drug_458,Fever,769,24.21715175,92.88126876,22.53791743,0.628933285,99.25744816,4,Safe,486938000000,134,BioCare,BATCH3369,435.42
Drug_459,Pain Relief,903,26.66345803,99.47175636,11.81952438,1.177085355,97.57923135,4,Safe,919164000000,297,BioCare,BATCH4638,425.78
Drug_460,Infection,1048,20.70500479,85.13068135,22.00840545,0.625881255,98.85951461,4,Safe,321395000000,158,HealthPlus,BATCH6722,467.31
Drug_461,Inflammation,1006,16.08327381,89.38373493,18.3381114,0.473084651,99.80505374,2,Safe,810606000000,168,MediLife,BATCH5444,214.65
Drug_462,Heart Health,979,18.55884267,93.82406639,9.127615816,0.654427005,94.8898988,3,Safe,317745000000,260,HealthPlus,BATCH8618,193.12
Drug_463,Throat Infection,1036,15.17138276,97.51971683,14.01850814,0.973663733,99.10446732,1,Safe,670357000000,278,HealthPlus,BATCH4947,387.24
Drug_464,Thyroid,1071,15.87218523,93.66534197,9.787753779,1.365793048,92.56745516,2,Safe,664614000000,111,PharmaCorp,BATCH2676,244
Drug_465,Mental Health,1013,18.29232869,96.47120408,20.83884207,1.418914785,99.78087292,4,Safe,889596000000,119,CureWell,BATCH2196,89.4
Drug_466,Pain Relief,984,19.8272257,86.59912927,14.18213616,1.250714078,99.34386172,1,Safe,416835000000,280,BioCare,BATCH3787,177.26
Drug_467,Blood Pressure,814,15.30054891,94.58744485,6.607283044,0.74512266,94.07546651,3,Safe,244400000000,142,MediLife,BATCH8432,238.36
Drug_468,Cancer,890,28.84750242,92.58851987,5.442919646,0.880807604,98.04038085,4,Safe,324830000000,225,BioCare,BATCH8927,181.63
Drug_469,Infection,1002,20.29882424,95.08915047,18.04946493,0.161769261,99.39372563,3,Safe,977072000000,149,BioCare,BATCH4318,199.49
Drug_470,Blood Clot Prevention,1064,20.75838821,96.96205193,15.09011034,1.200790226,99.86496244,1,Safe,591934000000,128,CureWell,BATCH9858,182.2
Drug_471,Bacterial Infection,877,27.93894419,85.45672595,20.02924459,0.335756161,94.7320111,3,Safe,884196000000,284,BioCare,BATCH7689,68.67
Drug_472,Bacterial Infection,923,16.14373958,98.57885991,18.88369091,1.225663522,99.8270399,3,Safe,505446000000,138,BioCare,BATCH3176,336.69
Drug_473,Diabetes,863,20.81170146,94.37880654,15.66377844,0.454841573,98.66539905,3,Safe,605508000000,283,HealthPlus,BATCH4743,318.78
Drug_474,Throat Infection,910,22.42833435,95.48285541,17.42300087,1.412797094,92.30821979,1,Safe,130838000000,270,CureWell,BATCH9792,344.02
Drug_475,Acidity,806,18.32750199,89.50270857,12.22341105,0.720059683,94.74767886,2,Safe,545373000000,277,PharmaCorp,BATCH5422,136.54
Drug_476,Autoimmune Disorder,1014,15.39802641,93.67094106,18.84428666,0.616063393,92.34192758,3,Safe,887747000000,250,MediLife,BATCH4824,183.04
Drug_477,Mental Health,757,29.32687369,99.44746667,15.17494934,0.832974942,96.59564617,4,Safe,936979000000,271,BioCare,BATCH3451,328.83
Drug_478,Acidity,1010,19.7299273,97.43054013,10.63975407,0.732575669,96.59770671,1,Safe,935437000000,137,MediLife,BATCH1628,319.83
Drug_479,Blood Clot Prevention,1073,25.86278404,96.92576787,23.2258353,0.102463682,99.88256045,3,Safe,499316000000,183,PharmaCorp,BATCH8778,277.85
Drug_480,Autoimmune Disorder,1088,18.42506179,86.23620894,20.17210793,1.368143539,92.57614831,3,Safe,862795000000,250,MediLife,BATCH4696,207.69
Drug_481,Acidity,1075,29.25861708,87.89086326,24.47978544,1.284113205,95.59942117,1,Safe,620652000000,227,PharmaCorp,BATCH4674,460.82
Drug_482,Cancer,1062,23.85075083,85.88713733,13.64165216,0.510971285,96.02642278,1,Safe,730595000000,225,HealthPlus,BATCH4929,202.9
Drug_483,Acidity,973,18.68751717,98.92647615,24.84682712,0.446294403,94.30716142,1,Safe,118662000000,144,BioCare,BATCH3765,255.03
Drug_484,Thyroid,1037,20.62367565,93.57029219,19.59787569,1.398701393,95.84833054,2,Safe,492335000000,151,PharmaCorp,BATCH5369,355.15
Drug_485,Respiratory Infection,779,26.70906192,86.99786124,12.67558077,0.141295242,97.60604143,4,Safe,357835000000,179,MediLife,BATCH9307,294.36
Drug_486,Allergy,934,21.66286199,99.44076099,21.98026505,1.354164686,94.14802347,1,Safe,738012000000,277,BioCare,BATCH5956,206.1
Drug_487,Seizures,875,27.10194212,90.68064707,15.02039136,0.263556556,93.85219746,1,Safe,102295000000,223,HealthPlus,BATCH1692,246.04
Drug_488,Respiratory Infection,933,15.27184041,98.18622289,22.93912437,1.426941812,93.16125096,4,Safe,486093000000,218,BioCare,BATCH4162,407.52
Drug_489,Acidity,909,16.59717876,87.36437037,19.60175445,0.494622886,92.87477497,3,Safe,242287000000,107,PharmaCorp,BATCH2105,175.16
Drug_490,Mental Health,985,24.70168581,95.28013127,24.26800195,0.466997139,99.20141728,2,Safe,432130000000,184,HealthPlus,BATCH4008,114.01
Drug_491,Mental Health,1005,26.94512887,93.11629666,17.09979884,0.842904055,99.18212535,1,Safe,290360000000,228,MediLife,BATCH3161,190.92
Drug_492,Blood Clot Prevention,813,16.98418905,86.49603611,23.60188538,1.313107947,94.93537956,4,Safe,409634000000,107,HealthPlus,BATCH9345,432.29
Drug_493,Acidity,960,21.07153885,89.18475695,8.307095404,0.126453313,92.89273342,1,Safe,618350000000,256,HealthPlus,BATCH4699,90.05
Drug_494,Inflammation,735,18.03459951,92.95970007,21.5272402,0.547542094,93.48273795,2,Safe,500106000000,195,CureWell,BATCH4786,496.26
Drug_495,Diabetes,730,15.53616257,92.34401442,19.88753292,0.700496445,97.38962851,3,Safe,367908000000,201,HealthPlus,BATCH5200,293.45
Drug_496,Fever,739,29.56521238,98.26750795,24.18513973,0.939351248,96.05487197,2,Safe,357709000000,104,HealthPlus,BATCH2913,493.18
Drug_497,Cancer,854,19.03182077,89.82971716,8.692364953,0.742452288,95.34893253,1,Safe,211104000000,185,BioCare,BATCH6520,472.55
Drug_498,Fever,837,21.61831142,85.89064245,12.60551158,0.325442615,99.52485356,2,Safe,100363000000,274,MediLife,BATCH2772,253.77
Drug_499,Pain Relief,848,19.50643098,91.10543526,24.6185664,1.113023627,97.51574365,1,Safe,583602000000,133,BioCare,BATCH3780,139.32
Drug_500,Diabetes,1040,18.4535536,97.61682866,11.70805907,0.83438289,94.70585216,3,Safe,987068000000,292,BioCare,BATCH8423,124.2
Drug_501,Pain Relief,1062,17.41283297,93.87259634,10.10354446,0.100685165,96.08130455,1,Safe,645135000000,154,PharmaCorp,BATCH3871,158
Drug_502,Throat Infection,830,29.48603412,92.16190036,9.51565452,1.164946737,97.67400611,2,Safe,564124000000,218,BioCare,BATCH1660,369.56
Drug_503,Fever,1022,16.04205889,85.63836762,23.05306852,0.996004146,93.40520282,2,Safe,156469000000,270,CureWell,BATCH7242,172.83
Drug_504,Heart Health,1078,22.06225325,97.7314103,18.73269746,0.938652317,99.19607787,4,Safe,336795000000,257,CureWell,BATCH2132,203.64
Drug_505,Fever,950,29.95594318,86.28659574,6.03337856,1.24275714,99.3020997,3,Safe,128721000000,213,PharmaCorp,BATCH1699,251.95
Drug_506,Fever,1085,28.59293287,97.41507671,12.56527505,0.964633047,95.51443448,1,Safe,576073000000,244,MediLife,BATCH8470,460.95
Drug_507,Bacterial Infection,870,24.75852986,88.0793728,18.40855393,0.80925044,94.93760112,4,Safe,160580000000,125,MediLife,BATCH7297,135.23
Drug_508,Pain Relief,750,16.31107317,99.58659746,20.94629394,0.165259929,96.82838548,4,Safe,965711000000,235,BioCare,BATCH8812,52.26
Drug_509,Allergy,1033,20.00673092,91.492521,17.12025614,0.972845223,95.29436524,2,Safe,893885000000,146,BioCare,BATCH5557,77.04
Drug_510,Skin Infection,1011,28.38326917,98.24038548,9.463043356,0.434977575,97.29451977,1,Safe,285685000000,212,BioCare,BATCH3179,457.14
Drug_511,Acidity,948,21.42747473,93.76829539,7.743531587,1.47240239,99.27261685,2,Safe,719948000000,175,MediLife,BATCH9275,341.38
Drug_512,Blood Clot Prevention,798,16.22771776,86.02437779,17.05632664,0.27628476,93.17221743,2,Safe,389288000000,171,HealthPlus,BATCH2422,172.87
Drug_513,Infection,927,22.86256043,95.27358486,14.28120981,0.813169565,98.2102656,3,Safe,386255000000,188,CureWell,BATCH4180,129.74
Drug_514,Infection,795,28.00720967,93.57216477,5.434391131,1.415076771,96.19019365,4,Safe,565916000000,145,HealthPlus,BATCH5316,182.42
Drug_515,Cholesterol,1035,28.81948929,92.31425862,8.431652557,0.482528622,96.24137004,1,Safe,574956000000,295,HealthPlus,BATCH7696,101.66
Drug_516,Fever,1065,25.64511503,89.55162164,9.801374885,1.473497461,93.61161582,1,Safe,575611000000,132,MediLife,BATCH1614,473.69
Drug_517,Autoimmune Disorder,1015,22.89908732,86.8483186,13.57309686,0.235174148,98.45787086,2,Safe,244129000000,100,HealthPlus,BATCH5570,402.89
Drug_518,Autoimmune Disorder,1052,21.61195318,99.11729052,13.53293884,0.47588373,94.16828854,3,Safe,132584000000,246,PharmaCorp,BATCH1270,258.08
Drug_519,Allergy,1015,21.56940039,96.01915868,9.959521728,0.612494533,94.40925003,4,Safe,583461000000,130,BioCare,BATCH3468,439.23
Drug_520,Acidity,866,16.56614966,92.42992851,12.75175791,1.208256817,92.3427206,2,Safe,453814000000,241,PharmaCorp,BATCH4607,162.26
Drug_521,Cholesterol,753,20.91159559,90.95984215,20.66549156,0.601690918,93.59283832,1,Safe,823004000000,152,CureWell,BATCH4075,372.7
Drug_522,Blood Pressure,858,20.31094389,93.74526054,11.23753634,1.223064811,93.10194146,3,Safe,125339000000,147,BioCare,BATCH1289,435.26
Drug_523,Cancer,743,26.50514382,90.09501385,14.16353564,0.302982119,99.12896254,3,Safe,209984000000,168,HealthPlus,BATCH9120,210.55
Drug_524,Inflammation,815,29.31835242,98.74958873,10.74609539,0.19417335,95.31057746,2,Safe,888119000000,204,CureWell,BATCH7614,390.86
Drug_525,Inflammation,1058,23.61119243,99.61195164,15.45396246,1.158858791,92.89053065,3,Safe,565275000000,189,BioCare,BATCH4252,182.78
Drug_526,Acidity,1022,17.33604949,87.95189426,20.29566561,1.08082791,97.6798803,4,Safe,237471000000,289,HealthPlus,BATCH8415,184.49
Drug_527,Cancer,893,25.36971906,88.43612852,5.926071349,1.35178544,93.6517603,1,Safe,740918000000,293,PharmaCorp,BATCH7771,98.18
Drug_528,Throat Infection,1006,24.10642286,87.51884021,13.81900801,1.279764857,93.25337035,2,Safe,947678000000,291,BioCare,BATCH1278,248.03
Drug_529,Cancer,1066,27.24090826,91.66466026,20.46999035,0.286457575,98.67429293,4,Safe,116539000000,297,HealthPlus,BATCH1580,378.37
Drug_530,Infection,772,21.22930887,97.10028167,20.36952552,1.415133289,93.40518065,2,Safe,418205000000,162,PharmaCorp,BATCH5958,473.1
Drug_531,Pain Relief,855,17.78355933,95.40620638,14.1219829,1.24682511,94.81541346,4,Safe,365454000000,172,CureWell,BATCH9445,321.71
Drug_532,Throat Infection,1060,15.9990012,91.6185299,23.14578013,0.930909123,93.19392806,1,Safe,503966000000,260,CureWell,BATCH5276,438.41
Drug_533,Mental Health,995,28.89863851,86.83694221,11.90221631,0.979690654,92.71381131,2,Safe,335546000000,268,CureWell,BATCH8997,420.12
Drug_534,Acidity,767,17.46905664,97.37946999,21.17211163,1.450879732,92.50345375,3,Safe,270497000000,188,CureWell,BATCH5776,128
Drug_535,Skin Infection,904,26.92945472,86.31696689,20.30677526,0.209695442,92.57921111,3,Safe,254607000000,275,MediLife,BATCH1824,268.62
Drug_536,Seizures,895,18.20592786,85.48476468,17.48626516,1.350124956,98.72473341,2,Safe,381647000000,112,BioCare,BATCH4832,102.62
Drug_537,Bacterial Infection,857,25.16897455,93.84572297,10.14975024,1.469510019,92.99120741,1,Safe,112908000000,172,BioCare,BATCH9891,356.97
Drug_538,Seizures,855,19.60478344,89.86483188,24.38804464,1.289679039,94.57896766,2,Safe,675419000000,176,MediLife,BATCH6445,477.45
Drug_539,Blood Pressure,1024,23.99884528,89.06460747,21.77223659,0.709517362,92.16331588,2,Safe,583144000000,258,HealthPlus,BATCH2380,111.69
Drug_540,Mental Health,1084,20.67379322,97.93539654,23.38987433,1.054913755,94.2365583,3,Safe,868030000000,167,HealthPlus,BATCH7534,380.25
Drug_541,Respiratory Infection,1003,28.57620011,92.64734009,22.67615708,0.63897525,99.26929739,1,Safe,893360000000,197,CureWell,BATCH4156,334.51
Drug_542,Skin Infection,1009,17.43149669,93.65642572,12.13778284,0.308773566,95.00145106,1,Safe,437305000000,224,PharmaCorp,BATCH5307,312.62
Drug_543,Respiratory Infection,960,23.70784894,89.76030316,18.10381598,1.150750402,93.66467402,4,Safe,681868000000,201,HealthPlus,BATCH6634,225.55
Drug_544,Acidity,1055,28.73011236,97.5004135,9.640197908,0.841225422,96.25623141,1,Safe,868106000000,231,PharmaCorp,BATCH9575,209.81
Drug_545,Diabetes,1053,24.0306453,93.7761041,13.99233894,0.453542601,97.06151911,1,Safe,285564000000,201,BioCare,BATCH6810,70.36
Drug_546,Diabetes,1081,20.96535113,88.3649381,8.989840421,1.204363159,94.41644252,1,Safe,400510000000,118,PharmaCorp,BATCH9533,148.06
Drug_547,Thyroid,764,24.66147078,99.0930177,14.83461564,0.344984832,94.82053823,1,Safe,605565000000,297,BioCare,BATCH6934,56.83
Drug_548,Autoimmune Disorder,951,24.98870757,85.05936872,16.10184085,0.120715239,97.06562494,1,Safe,178166000000,181,MediLife,BATCH4109,311.64
Drug_549,Throat Infection,863,20.95442092,93.95779978,21.26425814,1.086061318,99.60762308,4,Safe,583312000000,240,MediLife,BATCH5082,97.63
Drug_550,Infection,815,16.91401727,95.19494162,6.737646803,1.05429358,92.9965146,4,Safe,300606000000,122,CureWell,BATCH4240,442.86
Drug_551,Inflammation,986,19.19117805,86.7980046,17.686295,0.745997398,95.09047727,3,Safe,485550000000,182,HealthPlus,BATCH7028,285.41
Drug_552,Acidity,778,19.43986138,86.84480433,7.76891831,0.559236565,94.9203161,3,Safe,370958000000,208,CureWell,BATCH2849,364.86
Drug_553,Throat Infection,892,20.99765078,85.73872149,11.64646091,1.349819934,97.06926647,1,Safe,256793000000,174,BioCare,BATCH9497,234.89
